DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
1096	__label1__	4	N	PC	B00D4CX9CC	COD(TM) Bluetooth Keyboard Tablet Stand Leather Case for Samsung Galaxy Tab 3 10.1 (White/Red)	Impressive design and awesome color combination!	As much as I like my galaxy tab, I needed a real keyboard to do the emails - touch screen just doesn't cut it. These keyboards are perfect for that purpose. The case fits the galaxy tab perfectly. The keyboard connected to the tablet without any glitch although you can see the instructions are written by someone whose native language is not English. I also like the fact that keyboard can be removed from the case making it less bulky if you wish so!
1097	__label1__	1	N	Beauty	B00LDJ787A	Qandsweet Baby Girl's Hairbands Hair Bow (12pack)	Dull and poor	The bows are of poor quality and colors seem dull in comparison to what is shown on picture.  I was hoping that it will look much brighter and cheery.
1098	__label1__	2	N	Electronics	B000SJ2TJ8	Cables4PC A12495 Gold Plated 6-Feet VGA/HD15/RGB to 3 RGB Component for TV/HDTV Cable	Just don't work	I feel like the product was falsely advertised. Even if the cord works, it does not allow you to connect a computer to a TV.  Just don't work, from Video camera out put RCA to the Monitor.
1099	__label1__	1	N	PC	B000R9AAJA	Logitech S120 2.0 Multimedia Speakers, Black	These are terrible! Waste of money.	Speakers sound like crap when there up too loud. Also, when plugging in my headphones into the headphone socket about 7 or 8 times, the headphone socket caved inside the construction of the speaker! Save up more and buy a better set, Go with Creative or Altec Lansing.
1100	__label1__	4	N	Lawn and Garden	B0007ZGUHU	Steven Raichlen Best of Barbecue Barbecue Sauce Mop with Removable Head - SR8008	just wonderful	Even with constant use, this product has not displayed any damage or wear. The distribution of the marinade has been amazing as well, so each meat has the same amount of flavor and thus consistent with what we promise.
1101	__label1__	3	N	Home	B0055QK5HM	Seven Apparel 00134 Hotel Spa Collection Kimono Knit Cotton Robe, White,One size fits most	Happy With It	My husband is a big guy so I figured XL would be adequate. Wrong. I did end up gifting this to my son and he is happy with it. Hope it didn't shrink or he doesn't gain any weight though or it will not fit.
1102	__label1__	3	N	PC	B0093FK4XG	SteelSeries QcK Gaming Mouse Pad (Red)	pretty color	I wanted a red mouse pad for my red mouse. Too bad it wasn't available in store as it was a waste of a rather large box and packing material. I have what you call a red room. I have a red futon, from here. Red valences and red lamps. So I now have everything.
1103	__label1__	4	N	PC	B00004Z5DW	Belkin Premium 7.9''x9.9'' Mouse Pad (Blue)	best mousepad at its price....!!!	I was initially a little unsure about buying a new product rather than going for old school razer and steel series. But then, I went along and took the risk. And I got worth my money. Large, smooth, elegant with great texture and design. Yes you can get better if you are willing to spend more, but at this price, it's awesome.
1104	__label1__	3	N	Kitchen	B0091SFDAO	Rachael Ray Dinnerware Seasons Changing 16-Piece Dinnerware Set	They are very large	This design is ugly and the lines going around do not connect and the painting is sloppy. They are very large. The only thing i do like is that they are lightweight
1105	__label1__	4	N	Apparel	B00F0WW7R2	HDE Backless Strapless Bra Push Up Stick On Adhesive Invisible Breast Pad Cover (B Cup: Thick)	SEXY!	I wore a sexy evening gown that's why I purchased this push-up bra breast pad. I'm comfortable wearing it all throughout the night. I love it!
1106	__label1__	4	N	Automotive	B00429NKWK	SYLVANIA 38771 Headlight Restoration Kit	Looks hard but very easy	I got this for my '03 Honda because my lights were starting to get dim when I drove at night. It works great. I would say my headlights are 10 times clearer than before. When I saw the picture at first I thought it would be very hard to use but it wasn't at all. It comes with everything you need and this one is very affordable I'm impressed.
1107	__label1__	2	N	Beauty	B00H93NJLS	InstaNatural Organic Argan Oil - for Hair, Face, Skin and Body - 100% Pure and Certified Organic Cold Pressed Argan Oil of Morocco - For Nails, Dry Scalp, Split Ends, Stretch Marks & More - 4 OZ	I do LIke this for my face. Just not my hair	So for the pros first:<br /><br />I use it on my face as an night time moisturizer and it seems to do the trick well. Absorbs and keeps my face hydrated.<br /><br />However, my intention was using this as a hair product. I am already currently using my night cream for my face at night which does an amazing job also and is slightly cheaper.<br /><br />As for hair product, I am switching from the blue label Moroccan oil to this and this one is oily and doesn't help with frizz as much.<br /><br />That is the reason for 2 star because I did not get to use it for what I want to.
1108	__label1__	4	N	Sports	B0007IS73C	Valeo MB10 10-Pound Medicine Ball	Perfect medicine ball	It's a very great value for the price. It's a well-made medicine ball that's perfect in shape and size and weight.
1109	__label1__	3	N	Home	B001CEAO22	DCWV Once Upon A Time Postbound Album with Glitter, 12 x 12 inches	perfect album for scrapbook!.	Looking at the picture online I was a little hesitant to purchase this item. I was very happy when I received it. It looks so much better than I thought it would. It is the perfect album for my daughter's scrapbook!
1110	__label1__	1	N	Beauty	B004Z209HS	PURA D'OR Moroccan Argan Oil 100% Pure & USDA Organic For Face, Hair, Skin & Nails, 4 Fluid Ounce	Junk	This oil is junk!<br />I don't think it is high quality because of the foul smell. And I don't see any difference in my skin after a week of using it. Stick with another brand and you'll see the results.
1111	__label1__	3	N	Wireless	B005JHIYLG	Aimo Wireless Ip-case Premium Chrome Aluminum Hard Case for Apple Iphone 4/4g/4s -Silver	Good for the price	It looks fine  on the phone and it is easy to remove. I would trust to to protect against falls, but to help reduce small dings while it sits on my desk, rides in my car, or is carried in my pocket to keep out dust and lint, then yes, it is good for that.
1112	__label1__	1	Y	Home Improvement	B00L8F3EKO	Mudder Carbon Monoxide Alarm Detector	Defective	Alarm won't sound when tested. Had a friend look at it and he confirmed that it was defective. He suggested that I stick with Kidde or First Alert.
1113	__label1__	1	N	Office Products	B00P66FWX8	Ooma Telo Free Home Phone Service with Wireless and Bluetooth Adapter	Ooma Telo Air VoIP Phone with Wireless plus Bluetooth Adapter	It took me an hour to finally install Ooma Telo on a place where my phone was. I didn't think of calling a support because I read here that they were not that helpful. Once I installed it, I called a friend just to see if it works ( prior to that I had to activate product through their website, which was an annoying process). However, friend told me that he couldn't hear me well and that he noticed a repeat of every word I say. I didn't knew what happened, since I updated software online to the newest version, so we changed places and I got onto his phone and he on Ooma. I noticed the same thing, low volume and slight delay, which really ruined the whole experience. At last I returned the item and made a fair exchange...<br /><br />I got myself a new Telo Home Service ( http://amzn.to/1vBqHZ5 ), which wasn't malfunctioned. I did had slight problems in installing it but I solved it as it wasn't a factory mistake. It worked like a clock, so I'll stick to it for now on.
1114	__label1__	2	N	Electronics	B001TIG36C	VideoSecu Mounts Tilt TV Wall Mount Bracket for Most 23"- 75" Samsung, Sony, Vizio, LG, Sharp LCD LED Plasma TV with VESA 200x100 400x400 to 600x400mm, Bonus HDMI Cable and Bubble Level MF608B BBM	unclear instructions.	This product is not a good buy. The instructions are not clear and concise. I was not able to hang my TV with this product because of the unclear instructions. I would not recommend buying this product.
1115	__label1__	3	N	Home	B002S52ZKS	Pinzon 6-Piece Egyptian Cotton Towel Set - Grey	still i didn't think that the threads would easily loosen up at the edges after two washes	although i wasn't expecting a lot because of how cheap i bought these towels, still i didn't think that the threads would easily loosen up at the edges after two washes. it's comfortable and soft. but the color is off. it's not as how it was pictured. it's more of light grey.
1116	__label1__	4	N	Sports	B0009GGIII	GustBuster Classic 48-Inch Automatic Golf Umbrella (Navy)	... in the back of my car and it's really nice quality, looks much more expensive than it is ...	I keep this umbrella in the back of my car and it's really nice quality, looks much more expensive than it is and haven't found a problem with it yet. I went back and ordered another one, I liked it so much.
1117	__label1__	4	N	Wireless	B00T9MVADG	Coocheer Wireless Bluetooth FM Radio Transmitter Adapter Hands free Calling Car Kit With USB Charging Port	so far it has been really easy and nice	so far it has been really easy and nice..just love it nice gift from my uncle.<br />Awesome does what it says!, Excellent product!
1118	__label1__	3	N	Home	B003CT4X4K	Bedsack Classic Mattress Pad Queen Size, White	My wife, and I are disappointed.	Was all excited to get new memory foam mattress, it is too soft. I read all the reviews, read on how much wt. But it is not what I wanted .My wife, and I are disappointed. We are out the money for you cannot return once opened, but you can't try it if you don't open it. Looks nice just already feels broke down.
1119	__label1__	4	N	Books	0452281903	A Man Named Dave: A Story of Triumph and Forgiveness	A Road to Recovery and New Beginnings	The third and last book of Dave Pelzer's retelling of his experiences as he searched his way to recovery and total forgiveness. He knows he cannot change his past but he must do something to vindicate himself especially his mother... and father. He will learn this the hard way and he will become a father himself. More than forgiveness, this novel brings hope to those who are suffering similar child abuse traumas.<br />Along one's road to recovery are people who will make you feel right about yourself, notwithstanding your dark past. There are good people and people who had it worse in the past don't necessarily have to be wicked.
1120	__label1__	4	Y	Musical Instruments	B005VLWHP4	HIGHROCK Capo03-bk Single Handed Guitar Capo Quick Change, Black	works great	Works just as well as my $17 capo.  I keep it handy as a spare so when we have impromtu guests who wants to jam we have something to offer.
1121	__label1__	4	N	Grocery	B0027EOTKO	Kirkland Signature Extra Virgin Olive Oil, 2 Liters (Product of Italy)	eat healthy!	I love potatoes.<br />I bought olive oil because I always put it to my boiled potatoes.<br />I ate potatoes as a replacement with burgers and fries.<br />Together with olive oil, I always have an awesome meal!
